index,D_0__Archaea;D_1__Crenarchaeota,D_0__Archaea;D_1__Diapherotrites,D_0__Archaea;D_1__Euryarchaeota,D_0__Archaea;D_1__Nanoarchaeaeota,D_0__Archaea;D_1__Thaumarchaeota,D_0__Bacteria;D_1__Acidobacteria,D_0__Bacteria;D_1__Actinobacteria,D_0__Bacteria;D_1__Armatimonadetes,D_0__Bacteria;D_1__BRC1,D_0__Bacteria;D_1__Bacteroidetes,D_0__Bacteria;D_1__Chlamydiae,D_0__Bacteria;D_1__Chloroflexi,D_0__Bacteria;D_1__Cloacimonetes,D_0__Bacteria;D_1__Cyanobacteria,D_0__Bacteria;D_1__Dadabacteria,D_0__Bacteria;D_1__Deinococcus-Thermus,D_0__Bacteria;D_1__Dependentiae,D_0__Bacteria;D_1__Elusimicrobia,D_0__Bacteria;D_1__Entotheonellaeota,D_0__Bacteria;D_1__Epsilonbacteraeota,D_0__Bacteria;D_1__FBP,D_0__Bacteria;D_1__FCPU426,D_0__Bacteria;D_1__Fibrobacteres,D_0__Bacteria;D_1__Firmicutes,D_0__Bacteria;D_1__GAL15,D_0__Bacteria;D_1__Gemmatimonadetes,D_0__Bacteria;D_1__Hydrogenedentes,D_0__Bacteria;D_1__Kiritimatiellaeota,D_0__Bacteria;D_1__Latescibacteria,D_0__Bacteria;D_1__Lentisphaerae,D_0__Bacteria;D_1__Margulisbacteria,D_0__Bacteria;D_1__Nitrospinae,D_0__Bacteria;D_1__Nitrospirae,D_0__Bacteria;D_1__Omnitrophicaeota,D_0__Bacteria;D_1__PAUC34f,D_0__Bacteria;D_1__Patescibacteria,D_0__Bacteria;D_1__Planctomycetes,D_0__Bacteria;D_1__Proteobacteria,D_0__Bacteria;D_1__Rokubacteria,D_0__Bacteria;D_1__Spirochaetes,D_0__Bacteria;D_1__Tenericutes,D_0__Bacteria;D_1__Verrucomicrobia,D_0__Bacteria;D_1__WOR-1,D_0__Bacteria;D_1__WPS-2,D_0__Bacteria;D_1__WS1,D_0__Bacteria;D_1__WS2,D_0__Bacteria;D_1__WS4,D_0__Bacteria;D_1__Zixibacteria,D_0__Bacteria;__,Name,host,host infra specific rank,watering regimen,root_compartment,soil_source,biological_replicate,host infra specific name
SRR5532669,16.0,0.0,14.0,70.0,32.0,6243.0,839.0,164.0,31.0,2004.0,0.0,1448.0,0.0,125.0,0.0,12.0,0.0,25.0,0.0,162.0,0.0,3.0,58.0,2260.0,0.0,1055.0,34.0,1.0,50.0,0.0,0.0,0.0,107.0,21.0,0.0,15.0,484.0,10852.0,54.0,0.0,0.0,814.0,0.0,0.0,2.0,0.0,4.0,5.0,0.0,drght.121,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Davis,3.0,indica
SRR5532670,8.0,0.0,7.0,38.0,33.0,5673.0,634.0,152.0,14.0,3761.0,0.0,1186.0,0.0,248.0,0.0,2.0,0.0,33.0,4.0,206.0,4.0,1.0,130.0,2717.0,0.0,996.0,30.0,0.0,55.0,0.0,0.0,0.0,82.0,10.0,0.0,19.0,737.0,17134.0,43.0,5.0,0.0,1191.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,drght.122,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Davis,3.0,indica
SRR5532671,121.0,0.0,346.0,112.0,60.0,7700.0,2531.0,267.0,66.0,1695.0,0.0,1922.0,24.0,85.0,0.0,0.0,2.0,29.0,1.0,2.0,0.0,5.0,33.0,2818.0,0.0,2470.0,39.0,3.0,179.0,0.0,0.0,0.0,104.0,29.0,1.0,5.0,627.0,11362.0,119.0,0.0,0.0,819.0,0.0,0.0,7.0,0.0,2.0,1.0,8.0,drght.127,Oryza sativa,IR20,Watered,Rhizosphere,Arbuckle,3.0,indica
SRR5532672,80.0,1.0,84.0,55.0,67.0,8477.0,2387.0,260.0,42.0,1840.0,0.0,2626.0,2.0,132.0,0.0,3.0,5.0,57.0,6.0,0.0,0.0,0.0,76.0,1620.0,0.0,3426.0,38.0,8.0,171.0,0.0,0.0,0.0,192.0,33.0,0.0,16.0,1336.0,14677.0,285.0,1.0,0.0,948.0,0.0,0.0,1.0,0.0,1.0,4.0,4.0,drght.128,Oryza sativa,M206,Watered,Rhizosphere,Arbuckle,3.0,japonica
SRR5532673,107.0,0.0,530.0,58.0,30.0,5607.0,1534.0,227.0,48.0,1941.0,0.0,1610.0,6.0,166.0,0.0,1.0,1.0,35.0,0.0,882.0,0.0,2.0,36.0,3580.0,0.0,1756.0,28.0,3.0,67.0,0.0,0.0,0.0,61.0,5.0,0.0,13.0,606.0,12954.0,77.0,0.0,2.0,904.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,drght.125,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Arbuckle,3.0,indica
SRR5532674,68.0,0.0,206.0,40.0,54.0,7533.0,2142.0,226.0,26.0,1351.0,1.0,1395.0,7.0,107.0,0.0,2.0,1.0,27.0,0.0,141.0,0.0,0.0,68.0,1966.0,0.0,3125.0,48.0,3.0,111.0,0.0,0.0,0.0,118.0,8.0,0.0,16.0,762.0,17293.0,127.0,0.0,0.0,944.0,0.0,0.0,5.0,3.0,1.0,0.0,6.0,drght.126,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Arbuckle,3.0,indica
SRR5532675,53.0,1.0,97.0,0.0,4.0,4109.0,2016.0,141.0,17.0,192.0,1.0,1570.0,5.0,129.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,11.0,222.0,0.0,192.0,2.0,1.0,59.0,0.0,0.0,0.0,19.0,10.0,0.0,47.0,359.0,5169.0,6.0,0.0,0.0,583.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,drght.83,Oryza sativa,IR20,Drought,Rhizosphere,Biggs,2.0,indica
SRR5532676,50.0,0.0,40.0,0.0,0.0,2225.0,1363.0,85.0,7.0,138.0,1.0,769.0,0.0,160.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,22.0,131.0,0.0,100.0,0.0,0.0,42.0,0.0,0.0,0.0,18.0,4.0,0.0,124.0,194.0,4055.0,4.0,2.0,0.0,302.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,drght.84,Oryza sativa,M206,Drought,Rhizosphere,Biggs,2.0,japonica
SRR5532677,92.0,0.0,191.0,23.0,3.0,8824.0,655.0,265.0,43.0,603.0,3.0,1758.0,0.0,94.0,0.0,0.0,3.0,42.0,0.0,3.0,0.0,3.0,29.0,821.0,0.0,619.0,13.0,2.0,232.0,0.0,0.0,0.0,36.0,35.0,0.0,12.0,523.0,8377.0,62.0,1.0,0.0,1017.0,3.0,10.0,8.0,0.0,0.0,1.0,0.0,drght.129,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Biggs,3.0,indica
SRR5532678,55.0,0.0,119.0,31.0,3.0,5640.0,830.0,111.0,35.0,485.0,0.0,1283.0,0.0,281.0,0.0,0.0,3.0,24.0,0.0,1.0,0.0,2.0,21.0,603.0,0.0,312.0,4.0,3.0,122.0,0.0,0.0,0.0,58.0,39.0,0.0,35.0,190.0,9349.0,19.0,0.0,0.0,1141.0,0.0,8.0,4.0,0.0,2.0,4.0,0.0,drght.130,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Biggs,3.0,indica
SRR5532679,0.0,0.0,0.0,0.0,4.0,375.0,1058.0,4.0,1.0,532.0,2.0,583.0,0.0,4019.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,734.0,138.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,233.0,12354.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.87,Oryza sativa,IR20,Drought,Endosphere,Davis,2.0,indica
SRR5532680,1.0,0.0,0.0,0.0,2.0,278.0,754.0,7.0,0.0,417.0,0.0,630.0,0.0,9006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,338.0,35.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,31.0,15930.0,0.0,2.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.88,Oryza sativa,M206,Drought,Endosphere,Davis,2.0,japonica
SRR5532681,0.0,0.0,1.0,1.0,2.0,651.0,2147.0,7.0,0.0,729.0,0.0,831.0,0.0,4576.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1150.0,37.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24.0,14160.0,0.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.85,Oryza glaberrima,TOg7102,Drought,Endosphere,Davis,2.0,indica
SRR5532682,0.0,0.0,0.0,0.0,0.0,108.0,4152.0,0.0,0.0,298.0,0.0,399.0,0.0,8934.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0,68.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10120.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.86,Oryza glaberrima,Gl_CG14,Drought,Endosphere,Davis,2.0,indica
SRR5532683,7.0,0.0,7.0,12.0,13.0,3074.0,535.0,109.0,11.0,692.0,0.0,979.0,2.0,104.0,0.0,3.0,0.0,19.0,0.0,207.0,0.0,1.0,20.0,708.0,0.0,455.0,26.0,0.0,33.0,0.0,0.0,0.0,82.0,13.0,0.0,8.0,283.0,4910.0,29.0,1.0,0.0,323.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,drght.145,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Davis,4.0,indica
SRR5532684,10.0,1.0,4.0,11.0,15.0,3357.0,352.0,55.0,19.0,1021.0,0.0,857.0,2.0,97.0,0.0,0.0,1.0,13.0,2.0,22.0,1.0,0.0,37.0,614.0,0.0,402.0,10.0,0.0,87.0,0.0,0.0,0.0,42.0,8.0,1.0,5.0,359.0,5854.0,73.0,0.0,0.0,414.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,drght.146,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Davis,4.0,indica
SRR5532685,8.0,0.0,8.0,47.0,27.0,2985.0,430.0,92.0,10.0,800.0,0.0,952.0,0.0,118.0,0.0,1.0,0.0,17.0,1.0,1.0,0.0,0.0,28.0,408.0,0.0,423.0,21.0,2.0,68.0,0.0,0.0,0.0,81.0,10.0,0.0,6.0,286.0,5835.0,46.0,0.0,0.0,427.0,0.0,1.0,0.0,0.0,1.0,6.0,0.0,drght.147,Oryza sativa,IR20,Watered,Rhizosphere,Davis,4.0,indica
SRR5532686,0.0,0.0,1.0,21.0,20.0,2807.0,481.0,68.0,5.0,1006.0,0.0,697.0,0.0,271.0,0.0,2.0,8.0,24.0,0.0,0.0,0.0,3.0,60.0,102.0,0.0,575.0,20.0,0.0,23.0,0.0,0.0,0.0,33.0,12.0,0.0,4.0,405.0,5278.0,32.0,3.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.148,Oryza sativa,M206,Watered,Rhizosphere,Davis,4.0,japonica
SRR5532687,6.0,0.0,85.0,15.0,1.0,2130.0,1040.0,34.0,13.0,385.0,0.0,1198.0,2.0,6963.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,684.0,0.0,62.0,5.0,0.0,40.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0,179.0,29852.0,5.0,8.0,0.0,428.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,drght.141,Oryza glaberrima,TOg7102,Watered,Endosphere,Biggs,3.0,indica
SRR5532688,7.0,0.0,16.0,5.0,1.0,1308.0,1333.0,59.0,3.0,139.0,0.0,673.0,0.0,10224.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,27.0,192.0,0.0,27.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,71.0,22005.0,3.0,0.0,0.0,461.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,drght.142,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Biggs,3.0,indica
SRR5532689,1.0,0.0,4.0,0.0,0.0,1093.0,738.0,25.0,8.0,126.0,0.0,655.0,0.0,6902.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,89.0,0.0,30.0,1.0,0.0,17.0,0.0,0.0,0.0,16.0,2.0,0.0,6.0,42.0,20129.0,5.0,5.0,0.0,153.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,drght.143,Oryza sativa,IR20,Watered,Endosphere,Biggs,3.0,indica
SRR5532690,4.0,0.0,24.0,0.0,0.0,1062.0,1271.0,28.0,7.0,149.0,0.0,402.0,0.0,4265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,475.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,75.0,0.0,0.0,4.0,23.0,25673.0,2.0,3.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.144,Oryza sativa,M206,Watered,Endosphere,Biggs,3.0,japonica
SRR5532691,34.0,0.0,244.0,31.0,25.0,3473.0,709.0,141.0,22.0,1341.0,1.0,1175.0,4.0,57.0,0.0,5.0,1.0,17.0,2.0,97.0,1.0,0.0,34.0,1771.0,0.0,813.0,23.0,0.0,33.0,0.0,0.0,0.0,29.0,7.0,0.0,13.0,475.0,7805.0,59.0,8.0,0.0,655.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,drght.149,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Arbuckle,4.0,indica
SRR5532692,52.0,0.0,136.0,72.0,24.0,2276.0,924.0,101.0,22.0,1269.0,0.0,738.0,6.0,109.0,0.0,6.0,2.0,15.0,1.0,1.0,0.0,0.0,18.0,730.0,0.0,721.0,20.0,1.0,41.0,0.0,0.0,0.0,39.0,14.0,0.0,4.0,377.0,7131.0,9.0,0.0,0.0,328.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,drght.150,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Arbuckle,4.0,indica
SRR5532693,69.0,0.0,73.0,5.0,0.0,5579.0,649.0,101.0,31.0,177.0,0.0,2000.0,1.0,80.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,4.0,5.0,320.0,0.0,269.0,10.0,0.0,119.0,0.0,0.0,0.0,79.0,32.0,1.0,12.0,286.0,3176.0,55.0,0.0,0.0,504.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,drght.213,Soil,not applicable,Watered,BulkSoil,Biggs,4.0,indica
SRR5532694,11.0,0.0,8.0,32.0,45.0,3327.0,2505.0,172.0,5.0,1814.0,0.0,1489.0,0.0,226.0,0.0,1.0,3.0,28.0,2.0,0.0,0.0,0.0,134.0,389.0,0.0,2252.0,10.0,0.0,30.0,0.0,0.0,0.0,74.0,13.0,0.0,11.0,645.0,9651.0,24.0,0.0,0.0,597.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,drght.76,Oryza sativa,M206,Drought,Rhizosphere,Davis,2.0,japonica
SRR5532695,5.0,0.0,7.0,47.0,66.0,7658.0,1464.0,198.0,13.0,248.0,0.0,1744.0,0.0,277.0,0.0,0.0,11.0,34.0,0.0,0.0,0.0,1.0,1.0,125.0,0.0,1149.0,15.0,1.0,43.0,0.0,0.0,0.0,112.0,10.0,0.0,6.0,821.0,4893.0,65.0,2.0,0.0,327.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,drght.214,Soil,not applicable,Drought,BulkSoil,Davis,4.0,indica
SRR5532696,80.0,1.0,106.0,26.0,1.0,7479.0,949.0,149.0,33.0,526.0,1.0,1669.0,1.0,107.0,0.0,0.0,0.0,33.0,0.0,1.0,0.0,12.0,23.0,609.0,0.0,430.0,13.0,0.0,212.0,0.0,0.0,0.0,232.0,48.0,0.0,24.0,480.0,8797.0,46.0,0.0,0.0,849.0,0.0,16.0,0.0,0.0,0.0,2.0,2.0,drght.132,Oryza sativa,M206,Watered,Rhizosphere,Biggs,3.0,japonica
SRR5532697,131.0,0.0,340.0,23.0,3.0,8635.0,827.0,327.0,137.0,604.0,1.0,2545.0,18.0,264.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,8.0,35.0,2004.0,0.0,369.0,17.0,3.0,287.0,0.0,0.0,0.0,32.0,29.0,0.0,7.0,412.0,5176.0,109.0,0.0,0.0,442.0,1.0,9.0,7.0,0.0,0.0,2.0,1.0,drght.131,Oryza sativa,IR20,Watered,Rhizosphere,Biggs,3.0,indica
SRR5532698,0.0,0.0,1.0,8.0,7.0,203.0,100.0,6.0,1.0,333.0,0.0,181.0,0.0,5101.0,0.0,0.0,0.0,1.0,0.0,148.0,0.0,0.0,18.0,259.0,0.0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,76.0,17100.0,5.0,3.0,0.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.134,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Davis,3.0,indica
SRR5532699,0.0,0.0,0.0,1.0,1.0,246.0,140.0,8.0,0.0,220.0,0.0,259.0,0.0,565.0,0.0,1.0,0.0,2.0,0.0,8816.0,0.0,0.0,15.0,700.0,0.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,11.0,15649.0,1.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,drght.133,Oryza glaberrima,TOg7102,Watered,Endosphere,Davis,3.0,indica
SRR5532700,0.0,0.0,1.0,2.0,1.0,253.0,178.0,3.0,0.0,479.0,0.0,700.0,0.0,4881.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,525.0,64.0,0.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,15.0,16033.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,drght.136,Oryza sativa,M206,Watered,Endosphere,Davis,3.0,japonica
SRR5532701,0.0,0.0,1.0,16.0,4.0,472.0,318.0,18.0,0.0,766.0,0.0,754.0,0.0,3802.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,134.0,259.0,0.0,20.0,1.0,0.0,4.0,0.0,0.0,0.0,24.0,2.0,0.0,2.0,109.0,21863.0,4.0,0.0,0.0,348.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.135,Oryza sativa,IR20,Watered,Endosphere,Davis,3.0,indica
SRR5532702,10.0,0.0,31.0,13.0,13.0,696.0,758.0,25.0,2.0,704.0,0.0,550.0,0.0,6113.0,0.0,17.0,0.0,1.0,0.0,117.0,0.0,0.0,110.0,927.0,0.0,152.0,2.0,0.0,14.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,148.0,28448.0,33.0,1.0,0.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,drght.138,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Arbuckle,3.0,indica
SRR5532703,5.0,0.0,144.0,10.0,11.0,518.0,262.0,23.0,6.0,1330.0,0.0,721.0,0.0,3696.0,0.0,0.0,3.0,2.0,0.0,1236.0,0.0,0.0,141.0,1006.0,0.0,47.0,5.0,1.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,34.0,28501.0,37.0,0.0,0.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.137,Oryza glaberrima,TOg7102,Watered,Endosphere,Arbuckle,3.0,indica
SRR5532704,1.0,0.0,6.0,3.0,0.0,350.0,474.0,8.0,3.0,489.0,0.0,624.0,1.0,4082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,79.0,241.0,0.0,14.0,1.0,0.0,4.0,0.0,0.0,0.0,5.0,4.0,0.0,1.0,25.0,28566.0,3.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.140,Oryza sativa,M206,Watered,Endosphere,Arbuckle,3.0,japonica
SRR5532705,3.0,0.0,45.0,10.0,6.0,726.0,395.0,25.0,1.0,458.0,0.0,802.0,0.0,2986.0,0.0,0.0,1.0,4.0,0.0,20.0,0.0,0.0,90.0,796.0,0.0,83.0,6.0,0.0,4.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0,109.0,32367.0,11.0,0.0,0.0,163.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,drght.139,Oryza sativa,IR20,Watered,Endosphere,Arbuckle,3.0,indica
SRR5532706,42.0,0.0,92.0,6.0,68.0,3367.0,8643.0,148.0,9.0,2267.0,0.0,2562.0,8.0,304.0,0.0,3.0,6.0,3.0,2.0,0.0,5.0,1.0,488.0,1334.0,0.0,2797.0,34.0,0.0,22.0,0.0,0.0,0.0,55.0,3.0,0.0,14.0,1092.0,15322.0,27.0,2.0,0.0,1017.0,0.0,0.0,1.0,0.0,4.0,0.0,5.0,drght.80,Oryza sativa,M206,Drought,Rhizosphere,Arbuckle,2.0,japonica
SRR5532707,15.0,0.0,73.0,4.0,58.0,3917.0,5882.0,137.0,16.0,1390.0,0.0,2083.0,8.0,317.0,0.0,4.0,5.0,18.0,5.0,6.0,0.0,1.0,149.0,889.0,0.0,3807.0,33.0,0.0,17.0,0.0,0.0,0.0,52.0,3.0,0.0,6.0,1084.0,11032.0,28.0,0.0,0.0,717.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,drght.79,Oryza sativa,IR20,Drought,Rhizosphere,Arbuckle,2.0,indica
SRR5532708,132.0,0.0,378.0,28.0,4.0,7001.0,837.0,198.0,36.0,487.0,1.0,1611.0,0.0,148.0,0.0,0.0,2.0,38.0,0.0,7.0,0.0,1.0,47.0,791.0,0.0,553.0,8.0,0.0,239.0,0.0,0.0,0.0,127.0,20.0,1.0,15.0,232.0,10288.0,28.0,2.0,0.0,991.0,0.0,6.0,3.0,0.0,0.0,1.0,0.0,drght.154,Oryza glaberrima,Gl_CG14,Watered,Rhizosphere,Biggs,4.0,indica
SRR5532709,136.0,0.0,504.0,15.0,4.0,8636.0,840.0,306.0,42.0,477.0,0.0,2644.0,0.0,49.0,0.0,0.0,1.0,43.0,0.0,87.0,0.0,3.0,23.0,814.0,0.0,689.0,6.0,1.0,222.0,0.0,0.0,0.0,55.0,24.0,0.0,15.0,321.0,10542.0,36.0,0.0,0.0,1216.0,1.0,11.0,3.0,0.0,0.0,0.0,0.0,drght.153,Oryza glaberrima,TOg7102,Watered,Rhizosphere,Biggs,4.0,indica
SRR5532710,30.0,0.0,58.0,13.0,21.0,3775.0,874.0,113.0,16.0,758.0,0.0,1180.0,3.0,285.0,0.0,3.0,2.0,21.0,0.0,0.0,1.0,1.0,42.0,463.0,0.0,928.0,38.0,2.0,38.0,0.0,0.0,0.0,45.0,16.0,0.0,8.0,820.0,5654.0,56.0,0.0,0.0,471.0,0.0,0.0,2.0,3.0,0.0,0.0,4.0,drght.152,Oryza sativa,M206,Watered,Rhizosphere,Arbuckle,4.0,japonica
SRR5532711,9.0,0.0,126.0,9.0,7.0,3158.0,671.0,82.0,9.0,828.0,0.0,901.0,1.0,58.0,0.0,0.0,0.0,8.0,0.0,18.0,1.0,0.0,13.0,1020.0,0.0,841.0,15.0,0.0,58.0,0.0,0.0,0.0,30.0,3.0,0.0,10.0,401.0,7160.0,29.0,0.0,0.0,416.0,0.0,0.0,5.0,1.0,0.0,3.0,5.0,drght.151,Oryza sativa,IR20,Watered,Rhizosphere,Arbuckle,4.0,indica
SRR5532712,0.0,0.0,4.0,4.0,9.0,231.0,405.0,10.0,2.0,829.0,0.0,420.0,0.0,10529.0,0.0,0.0,0.0,1.0,0.0,34.0,0.0,0.0,114.0,966.0,0.0,33.0,3.0,0.0,2.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,28.0,33306.0,2.0,6.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.158,Oryza glaberrima,Gl_CG14,Watered,Endosphere,Davis,4.0,indica
SRR5532713,2.0,0.0,14.0,13.0,27.0,1071.0,977.0,31.0,5.0,1663.0,0.0,1444.0,2.0,5124.0,0.0,4.0,0.0,2.0,0.0,338.0,0.0,1.0,191.0,752.0,0.0,187.0,0.0,3.0,8.0,0.0,0.0,0.0,22.0,1.0,0.0,5.0,154.0,37773.0,15.0,8.0,0.0,216.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,drght.157,Oryza glaberrima,TOg7102,Watered,Endosphere,Davis,4.0,indica
SRR5532714,132.0,0.0,100.0,2.0,2.0,9281.0,1172.0,186.0,31.0,422.0,1.0,1828.0,2.0,84.0,0.0,0.0,5.0,41.0,0.0,0.0,0.0,9.0,28.0,420.0,0.0,390.0,1.0,0.0,87.0,0.0,0.0,0.0,171.0,13.0,0.0,60.0,437.0,9927.0,22.0,0.0,0.0,1162.0,0.0,23.0,0.0,0.0,0.0,2.0,0.0,drght.156,Oryza sativa,M206,Watered,Rhizosphere,Biggs,4.0,japonica
SRR5532715,69.0,0.0,175.0,11.0,2.0,7541.0,974.0,250.0,43.0,592.0,1.0,2464.0,1.0,91.0,0.0,0.0,2.0,19.0,0.0,0.0,3.0,1.0,38.0,411.0,0.0,437.0,11.0,2.0,127.0,0.0,0.0,3.0,43.0,14.0,0.0,29.0,592.0,8845.0,26.0,3.0,0.0,1188.0,0.0,15.0,0.0,0.0,1.0,1.0,1.0,drght.155,Oryza sativa,IR20,Watered,Rhizosphere,Biggs,4.0,indica
SRR5532716,0.0,0.0,1.0,6.0,2.0,332.0,2165.0,10.0,0.0,1197.0,0.0,986.0,0.0,8601.0,0.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,467.0,47.0,0.0,50.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,180.0,32722.0,0.0,8.0,0.0,259.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,drght.160,Oryza sativa,M206,Watered,Endosphere,Davis,4.0,japonica
SRR5532717,0.0,0.0,0.0,19.0,3.0,636.0,731.0,10.0,3.0,866.0,0.0,992.0,0.0,5531.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,69.0,182.0,0.0,48.0,6.0,0.0,13.0,0.0,0.0,0.0,85.0,0.0,0.0,1.0,39.0,31294.0,1.0,2.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,drght.159,Oryza sativa,IR20,Watered,Endosphere,Davis,4.0,indica
SRR5532718,40.0,0.0,178.0,12.0,4.0,2642.0,4754.0,124.0,29.0,193.0,0.0,2878.0,2.0,488.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,1.0,13.0,594.0,0.0,161.0,5.0,1.0,60.0,0.0,0.0,0.0,7.0,15.0,0.0,5.0,260.0,4557.0,15.0,0.0,0.0,370.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,drght.81,Oryza glaberrima,TOg7102,Drought,Rhizosphere,Biggs,2.0,indica
SRR5532719,48.0,0.0,107.0,6.0,8.0,3484.0,4012.0,135.0,17.0,268.0,0.0,2156.0,0.0,472.0,0.0,1.0,0.0,19.0,0.0,0.0,0.0,0.0,5.0,681.0,0.0,262.0,1.0,2.0,109.0,0.0,0.0,0.0,23.0,8.0,0.0,13.0,376.0,6004.0,10.0,0.0,0.0,588.0,0.0,10.0,4.0,0.0,1.0,0.0,1.0,drght.82,Oryza glaberrima,Gl_CG14,Drought,Rhizosphere,Biggs,2.0,indica
